exercise_id,name,category,muscle_groups,equipment,difficulty,description,calories_per_minute,calories_per_rep,met_value
201,Dead bug reach,strength,Abdominals,none,intermediate,"The dead bug reach is an exercise for strengthening the core in which you alternate lowering your opposing arm and leg simultaneously, controlling the movement with the abdominal muscles. It can be part of a dynamic warm-up to activate the core for other athletics or lifting, or be performed in a circuit or on its own in the ab-focused portion of any workout.",8.942848543164786,7,9.913773896019118
202,Crunch - Hands Overhead,strength,Abdominals,none,beginner,,7.989447982070484,9,8.12474473901344
203,V-up,strength,Abdominals,none,intermediate,"The V-up is a bodyweight movement that targets the muscles of the abs, the rectus abdominis or ""six-pack"" muscles in particular. It is similar to a suitcase crunch, but the lower back lifts off the ground at the top of each rep. It can be performed for time or reps in the ab-focused portion of any workout.",4.058340935948214,11,6.574509907338185
204,Stomach Vacuum,flexibility,Abdominals,none,beginner,,4.342479677969088,12,7.5390000545883415
205,Russian twist,strength,Abdominals,none,intermediate,"The Russian twist is an exercise targeting the abdominals and the obliques. Beginning from a position that resembles stopping midway through a sit-up, it involves twisting side to side. It can be performed with body weight alone or while holding a weight plate or other object. It is performed by alternating sides with each rep and can be done for time or for a specific number of reps as part of the ab-focused portion of any workout.",8.322745740525924,10,3.9299958032503164
206,Flat Bench Lying Leg Raise,strength,Abdominals,none,intermediate,"The lying leg lift is a popular bodyweight exercise targeting the muscles of the abs, the rectus abdominis or “six-pack” muscles in particular. It can be performed for time or reps in the core-focused portion of any workout.",3.4900032045381018,13,8.685643580880175
207,Knees tucked crunch,strength,Abdominals,none,intermediate,"The knees tucked crunch is a core exercise that involves performing a crunch while keeping the knees bent in a 90-degree position. It primarily targets the rectus abdominis or ""six-pack"" muscles. It can be performed for time or reps as part of any abs-focused circuit or workout.",6.519749514476752,10,6.618703894409974
208,Butt-Ups,strength,Abdominals,none,beginner,,8.005384434529297,9,7.568186955445578
209,Feet-elevated oblique crunch,strength,Abdominals,none,intermediate,"The feet-elevated oblique crunch is a variation on the crunch exercise that targets the obliques as well as the rectus abdominis or ""six-pack"" muscles. Resting the feet on a bench takes some of the hip flexor activation out of the movement, focusing the stress more on the abs.",7.6818617587352405,14,9.403030583952686
210,Bent-knee reverse crunch,strength,Abdominals,none,intermediate,"The bent-knee reverse crunch is a popular bodyweight core exercise. It targets the lower portion of the rectus abdominis or ""six-pack"" muscles. It can be performed for time or reps as part of any ab-focused workout.",4.431540927959573,7,6.582437844449184
211,Alternating heel-touch,strength,Abdominals,none,intermediate,"The alternating heel-touch is a popular bodyweight exercise that targets the obliques, as well as the rectus abdominis, or ""six-pack"" muscles. It can be performed for time or reps as part of any abs-focused circuit or workout.",8.509075791540369,8,7.627165225396901
212,Suspended Reverse Crunch,strength,Abdominals,none,intermediate,,3.993272438538153,11,9.993881209984647
213,Lying bench reverse crunch,strength,Abdominals,none,intermediate,"The lying bench reverse crunch is a popular ab exercise performed by bringing the knees toward the chest while lying on a bench. It is largely similar to the same exercise performed on the floor, but being able to press the lower back into the bench pad can help reinforce proper form and increase the burn in the abs. Like most crunch variations, it is usually performed for moderate to high reps, such as 8-12 reps per set or more.",3.4135217034458916,4,5.690119835125156
214,Sit-up,strength,Abdominals,none,intermediate,"The sit-up is a popular bodyweight exercise focused on the abdominal muscles. It has also been used as part of military, tactical, and scholastic fitness tests for many years. It can be performed for time or reps, with the feet anchored or free, on flat ground or a bench.",5.052965094121513,5,4.607911355105889
215,Side Bridge,strength,Abdominals,none,intermediate,"The side plank is a popular isometric abdominal exercise focusing on the oblique muscles, as well as the transversus abdominis or deep core muscles. It is sometimes paired with the curl up and bird dog as the “McGill big three” for core strength and stability. It is performed for time and can work in a warm-up or in the core-focused portion of any workout.",4.460517464302119,9,6.109550562988518
216,Lying oblique crunch,strength,Abdominals,none,intermediate,The lying oblique crunch is a bodyweight exercise targeting the oblique muscles. It can be performed for a specific number of reps or to fatigue or failure as part of the ab-focused portion of any workout.,6.956044436091937,13,8.021851835669505
217,Janda Sit-Up,strength,Abdominals,none,beginner,,9.911640132673497,3,7.979247026771719
218,Leg Pull-In,strength,Abdominals,none,beginner,"The reverse crunch is a popular exercise targeting the abdominals, particularly the lower half. It’s easy to perform on either the floor or a flat bench. Many lifters think of this as a companion to the crunch, which targets the upper abdominals more than the lower.",4.8273942747099134,5,7.972529569042592
219,Side Jackknife,strength,Abdominals,none,intermediate,,8.571504149470456,3,8.844983412474683
220,Scissor Kick,flexibility,Abdominals,none,intermediate,,9.706135821154357,10,3.984944001368291
221,Toe Touchers,flexibility,Abdominals,none,intermediate,"The toe-touch is a bodyweight movement that targets the muscles of the abs, the rectus abdominis or ""six-pack"" muscles in particular. It can be performed for time or reps in the ab-focused portion of any workout.",3.5113092159942507,5,7.646551646711309
222,Lower Back Curl,flexibility,Abdominals,none,intermediate,,8.76471199372478,13,7.76620313352967
223,Exercise ball torso rotation,flexibility,Abdominals,none,intermediate,"The exercise ball torso rotation is a rotational abdominal exercise performed while holding a yoga or exercise ball between the hands. It focuses on the rotational muscles of the core, including the obliques, glutes, and hip muscles. It can be performed one side at a time or alternating, either for time or reps. To make it more difficult, wrap a light exercise band around the ball and anchor it to a solid object.",3.931791511746815,14,4.273248739523813
224,Seated Overhead Stretch,flexibility,Abdominals,none,intermediate,,4.1305601452465535,13,6.733132738424156
225,Overhead Stretch,flexibility,Abdominals,none,intermediate,,7.144350276032494,11,5.952325887738812
226,Seated Scissor Kick,strength,Abdominals,none,intermediate,,3.81111520712061,12,9.026786757975074
227,Partner resistance standing twist,strength,Abdominals,none,intermediate,"The partner resistance standing twist is a bodyweight exercise in which one partner performs bodyweight twists while the other provides manual resistance. It targets the muscles of the core, and the obliques in particular. It can be performed in the core-focused part of any workout.",8.7029214824056,14,3.820802470624706
228,Cross Crunch,strength,Abdominals,none,beginner,,9.126088524370227,6,7.17879702086431
229,Full Moon,strength,Abdominals,none,beginner,,6.425944449311303,6,6.472895093608595
230,Hanging knee raise with manual resistance,strength,Abdominals,none,beginner,"The hanging knee raise with manual resistance is a more advanced version of the hanging knee raise that utilizes a partner. The partner applies enough resistance to make the movement more difficult, while still allowing the lifter to perform multiple reps.",6.203974993948662,5,8.306320623507897
231,Straight-Legged Hip Raise,strength,Abdominals,none,intermediate,,5.880431693742027,7,6.4162909434496935
232,Wall mountain climber,cardio,Abdominals,none,intermediate,The wall mountain climber is a challenging exercise targeting the shoulders and abdominals. It's most common in bodyweight circuit training because it targets a lot of muscles as well as the cardiovascular system all at once. It can be performed for time or reps.,6.862072140052958,7,5.5615382170210355
233,Skin The Cat To Push-Up,strength,Abdominals,none,intermediate,,4.803750205278931,5,6.147491233590522
234,Partner lying leg raise with lateral throw down,strength,Abdominals,none,beginner,The partner lying leg raise with lateral throw down is a core exercise in which one partner performs a leg raise while the other partner pushes their legs back down at a lateral angle. The partner performing the exercise has to use core strength and stability to keep their legs from falling to the ground.,8.574669491431901,13,5.991143646439227
235,Hanging leg raise with throw down,strength,Abdominals,none,beginner,"The hanging leg raise with throw down is a more advanced version of the hanging knee raise that utilizes a partner to make the movement more difficult. The partner pushes down at the top of each rep, forcing the lifter to ""fight back"" with their abs.",8.011343971511614,11,8.82897693611484
236,Partner sit-up with high-five,strength,Abdominals,none,beginner,The partner sit-up with high-five is a full-body exercise targeting the core. Partners each perform a sit-up and high-five each other mid rep.,9.0291961401734,10,9.874983761327588
237,Exercise ball knee roll-in,strength,Abdominals,none,intermediate,The exercise ball knee roll-in is an abdominal exercise that involves supporting yourself with your hands in a plank or push-up position and drawing the knees in toward the chest. This is a fairly advanced abdominal move requiring a fair amount of core strength.,3.891341254168822,9,8.004417086469106
238,Partner lying leg raise with throw down,strength,Abdominals,none,beginner,The partner lying leg raise with throw down is a core exercise in which one partner performs a leg raise while the other partner pushes their legs back down. The partner performing the exercise has to use core strength and stability to keep their legs from falling to the ground.,4.150688154208053,4,9.497691686664513
239,Crab toe-touch,strength,Abdominals,none,intermediate,"The crab toe-touch is a full-body exercise targeting the glutes, hamstrings, quads, and core. It is a challenging move that trains balance, core strength, and many muscle groups, making it work well in a time-efficient bodyweight circuit workout.",9.271110633675361,3,3.0345848466939946
240,Side kick-through,strength,Abdominals,none,intermediate,"The side kick-through is a full-body movement that involves isometric holds and moving the body through different ranges of motion, beginning in a bear crawl position. The difference between a side kick-through and a sit-through is that your butt stays off the ground throughout the entire rep. It is commonly performed in bodyweight circuits and animal-style flows, but can also work for reps on its own or as part of a dynamic warm-up or mobility sequence.",9.609739669624584,4,5.108504182484179
241,Partner target sit-up,strength,Abdominals,none,beginner,"The partner target sit-up is a core exercise where one partner performs sit-ups, while the other uses his or her hands to create a target for them to reach for. This increases the challenge of each rep. It can be performed for time or reps in the ab-focused portion of any workout.",7.6972512210761135,4,3.155563178873033
242,Suspended Crunch,strength,Abdominals,none,beginner,,3.1942584128426974,12,8.312726305161018
243,Jump Lunge,strength,Abdominals,none,intermediate,"The alternating lunge jump is an explosive bodyweight exercise that targets the lower-body muscles, including the quads, glutes, and hamstrings. It can be performed for time or reps in power training, and is also effective in any fat-loss or athleticism-focused workout.",8.734845202321837,6,3.0899269867665087
244,Side plank hip dip,strength,Abdominals,none,intermediate,"The side plank hip dip is a dynamic version of the side plank exercise focusing on the oblique muscles, as well as the transversus abdominis or deep core muscles. It can be performed for time or reps and can work in a warm-up or in the core-focused portion of any workout.",9.853237853638625,11,4.689845340582746
245,Elbow plank jack,strength,Abdominals,none,intermediate,"The elbow plank jack is an isometric abdominal exercise with a dynamic lower-body component. It targets the muscles of the core, the deep core or transversus abdominis in particular. It can be performed for time or reps in the ab-focused portion of any workout.",9.48618852237161,6,5.6382937334166225
246,Exercise ball V-up,strength,Abdominals,none,intermediate,"The exercise ball V-up is a popular movement to target the abdominal muscles, particularly the rectus abdominis or ""six-pack"" muscles. It involves passing an exercise ball or yoga ball back and forth between the hands and feet while performing V-ups. It can be performed for reps or time as part of any ab-focused workout or bodyweight circuit.",5.502248197802626,7,7.957423272683768
247,Standing torso twist stretch,strength,Abdominals,none,intermediate,"The standing torso twist stretch is a stretching exercise targeting the lats and core, particularly the obliques. It’s great before a workout or any sporting event that involves a lot of twisting of the upper body.",5.572953749303055,14,7.510198553239495
248,Slalom jumps,cardio,Abdominals,none,intermediate,"The slalom jump is an explosive bodyweight exercise that targets the lower body, including the quads, glutes, and hamstrings. Performed for reps, it also provides a serious cardiovascular challenge. It can be performed for time or reps and is especially effective in a fat-loss or athleticism-focused circuit or workout.",7.263183861734906,5,7.726416322786781
249,Bear crawl,strength,Abdominals,none,intermediate,"The bear crawl is a popular bodyweight crawling exercise. While it looks simple, the bear crawl is an intense full-body movement that targets the cardiovascular system as well as a wide range of muscle groups, the shoulders, core, and legs in particular. It can be done as a full-body warm-up, in short bursts for power or circuit training, or for longer durations as cardiovascular conditioning.",6.139544566465107,10,3.9895180790627727
250,Crab single-arm reach,flexibility,Abdominals,none,intermediate,"The crab single-arm reach is a full-body exercise that requires maintaining a tabletop position while alternating arm raises. It is an excellent movement to include in a dynamic warm-up, a bodyweight circuit, or for muscle activation or mobility anytime.",9.505873178403746,6,7.270301918083112
251,Side lunge cross-body heel-touch,strength,Abdominals,none,intermediate,"The side lunge cross-body heel-touch is a lower-body exercise targeting the quads, glutes, and hamstrings. The heel-touch adds a slight rotational challenge.",6.691902487260099,8,6.941333159883838
252,Alligator Crawl,strength,Abdominals,none,intermediate,"The spider crawl is a bodyweight exercise that involves crawling on the floor with the knees outside of the elbows. It is different from a leopard crawl in that the hips are higher, and it's different from a bear crawl because the knees are wider. It can be done as a full-body warm-up, in short bursts for power or circuit training, or for longer durations as cardiovascular conditioning.",5.586091804376023,13,9.198744872869362
253,Lying cross-over lower back stretch,strength,Abdominals,none,intermediate,"The lying cross-over lower back stretch is a simple bodyweight stretch targeting the lower back, hips, and torso. It involves rotating the legs while lying flat on the back. It is commonly included in dynamic warm-ups, but can also be performed as full-body mobility work anytime.",8.486346296715169,12,4.844955262534857
254,Half bird dog,flexibility,Abdominals,none,intermediate,"The half bird dog is a core exercise designed to strengthen the posterior chain. In the half bird dog, you will raise one arm or one leg at a time, rather than both at once as you would for a regular bird dog.",7.036804032110162,7,6.9910872928106444
255,Shoulder tap,strength,Abdominals,none,intermediate,"The shoulder tap is an exercise targeting the abdominals and core. The basic stance matches the top of a push-up position. From there, one hand is raised to tap its opposing shoulder. A tap with each hand to each opposing shoulder equals one rep.",7.619361965002499,4,8.896780390779274
256,Double crunch,strength,Abdominals,none,intermediate,"The double crunch is a bodyweight exercise focused on the muscles of the core, the rectus abdominis or ""six-pack"" muscles in particular. It's a very simple exercise that involves ""crunching"" the knees and elbows toward each other using the abdominal muscles, while keeping the back flat against the ground.",9.044099342679248,11,4.130746706170125
257,Flutter kick,strength,Abdominals,none,intermediate,"The flutter kick is a core exercise where the legs are held off the ground as you flutter your feet over and under each other in small motions. It targets multiple muscles of the core, but particularly the rectus abdominis or ""six-pack"" muscles. It can be performed for time or reps in the ab-focused portion of any workout.",4.078870976631321,3,6.692013138990309
258,Sprawl,strength,Abdominals,none,intermediate,"The sprawl is an explosive bodyweight exercise that targets the core, upper body, and lower body. It is similar to a burpee, but without a jump at the top and with a plank instead of a push-up at the bottom. It can be performed for time or reps in any fat-loss or athleticism-focused circuit or workout.",8.919791496169172,8,9.01427249223366
259,Spider plank jack,strength,Abdominals,none,intermediate,"The spider plank jack is a bodyweight core exercise that begins in a straight-arm plank, then combines a spider crunch and a plank jack into a single sequence. It can be performed as bodyweight core training or for conditioning in a fat-loss or athleticism-focused circuit.",3.322245328999308,14,3.5559303084141876
260,Pillar-To-Plank,strength,Abdominals,none,intermediate,,9.749796665974099,3,3.1960129906246797
261,Alternating High Knee Raise,strength,Abdominals,none,intermediate,,6.320047472188087,14,3.9838672519121006
262,Sumo Squat Pulse,strength,Abdominals,none,intermediate,,5.510933960069547,3,6.764052637688223
263,Line-Drill Foot Work,strength,Abdominals,none,intermediate,,6.516445666994177,13,4.937997976573843
264,Plank Fire Hydrants,strength,Abdominals,none,intermediate,,5.086411160299907,14,5.668487712118955
265,Banded jumping jack,strength,Abdominals,none,intermediate,"The banded jumping jack takes a classic plyometric exercise and adds an extra degree of difficulty in the form of a band surrounding the thighs, just above the knees. It can be performed for time or reps and is a great way to warm up for athletics or lower-body lifting.",9.274853422079982,5,5.584542959150927
266,Shin hug,strength,Abdominals,none,intermediate,"The shin hug is a bodyweight exercise focused on the muscles of the core. It shares characteristics with V-ups and crunches, but finishes with the ribs touching the thighs. It can be performed for time or for reps as part of the ab-focused portion of any workout.",8.915023869789245,4,6.843034674764806
267,FYR Bear Crawl Fire Feet,strength,Abdominals,none,intermediate,"Bear crawl fire feet is a variation of the bear crawl that involves running in place while in a static bear crawl hold. It adds an extra coordination and full-body challenge to an already intense full-body movement that targets the cardiovascular system as well as a wide range of muscle groups. It can be done as a full-body warm-up, or as part of a bodyweight circuit or flow.",9.46100751751931,14,5.43878160474203
268,Bear crawl up-down,strength,Abdominals,none,intermediate,"The bear crawl up-down is a variation of the bear crawl that involves lowering the forearms to the ground in an alternating rhythm while in a static bear crawl hold. It adds an extra coordination and upper-body challenge to an already intense full-body movement that targets the cardiovascular system as well as a wide range of muscle groups. It can be done as a full-body warm-up, or as part of a bodyweight circuit or flow.",4.203636790279889,12,5.484722832479504
269,FYR Crab Kick,strength,Abdominals,none,intermediate,"The crab toe-touch is a full-body exercise targeting the glutes, hamstrings, quads, and core.",7.4669938068613435,7,5.34020736801153
270,Bear crawl hold,strength,Abdominals,none,intermediate,"The bear crawl hold is a static variation of the bear crawl exercise performed for time. It looks simple, but it demands full-body tension and is taxing to the shoulders, core, and legs. It can be done as a full-body warm-up, as part of a bodyweight circuit or flow, or as a build-up to the traditional bear crawl.",5.3877459793936175,5,7.313084892688817
271,Traveling bear crawl,strength,Abdominals,none,intermediate,"The traveling bear crawl is a more advanced version of the bear crawl exercise that moves side to side rather than front to back. While it looks simple, the traveling bear crawl is an intense full-body movement that targets the cardiovascular system as well as a wide range of muscle groups, the shoulders, core, and legs in particular. It can be done as a full-body warm-up, in short bursts for power or circuit training, or for longer durations as cardiovascular conditioning.",9.370460500471037,13,5.079194499527113
272,Single-leg V-up,strength,Abdominals,none,intermediate,"The single-leg V-up is a bodyweight exercise that targets the abdominals and the hip flexors, working one side of the body at a time. It can be performed for time or reps in the ab-focused portion of any workout.",3.9923649693377783,14,8.544651410660013
273,FYR Bear Crawl Shoulder Tap,strength,Abdominals,none,intermediate,"The bear crawl shoulder tap is a variation of the bear crawl that involves touching the opposing shoulder while in a static bear crawl hold. It adds an extra coordination and core challenge to an already intense full-body movement that targets the cardiovascular system as well as a wide range of muscle groups. It can be done as a full-body warm-up, or as part of a bodyweight circuit or flow.",6.187606570740103,7,8.884481432095669
274,Alternating single-leg sprawl,strength,Abdominals,none,intermediate,"The alternating single-leg sprawl is an explosive bodyweight exercise that targets the core, upper body, and lower body. It differs from a standard sprawl by including a single-leg plank instead of a regular plank at the bottom. It can be performed for time or reps in any fat-loss or athleticism-focused circuit or workout.",7.275120224970912,4,5.153256953526456
275,Wide mountain climber,strength,Abdominals,none,intermediate,"The wide mountain climber is a popular bodyweight exercise targeting the muscles of the core, as well as the shoulders, hips, and cardiovascular system. It is different from a traditional mountain climber because you bring the knee to the outside of the elbow rather than the inside. It can be performed for time or reps as part of a dynamic warm-up, for bodyweight cardio or conditioning, or as no-equipment dynamic core training.",9.837766936522156,3,5.340000749481808
276,Plank leg raise,strength,Abdominals,none,intermediate,"The plank leg raise is an isometric abdominal exercise that targets the muscles of the core, the deep core or transversus abdominis in particular. It also targets the muscles of the glutes and hips. It can be performed for time or reps in the ab-focused portion of any workout.",4.289721068352452,7,4.2749302416165165
277,Glute bridge step-out,strength,Abdominals,none,intermediate,"The glute bridge step-out is a lower-body bodyweight exercise that targets the glutes and hamstrings. It differs from a glute bridge by the addition of a step-out, which increases stress on the hamstrings. It can be performed for time or reps and works perfectly in a dynamic warm-up for lower-body training, but can also be performed for glute activation anytime.",4.2548490285132825,7,6.3426042017447894
278,Knee up-down,strength,Abdominals,none,intermediate,"The knee up-down is a bodyweight exercise that mimics getting up and down from a kneeling position on the floor. It combines the low position of a squat with lunges, bringing some of the benefits of both. It can be done for time or reps as part of a dynamic warm-up or as part of a bodyweight circuit or workout.",6.897243366488577,5,9.468380637048995
279,FYR Sprawl,strength,Abdominals,none,intermediate,"The sprawl is an explosive bodyweight exercise that targets the core, upper body, and lower body. It is similar to a burpee, but without a jump at the top and with a plank instead of a push-up at the bottom. It can be performed for time or reps in any fat-loss or athleticism-focused circuit or workout.",9.98030312794905,11,9.782666028590778
280,Reach crunch,strength,Abdominals,none,intermediate,The reach crunch is a bodyweight core exercise that involves keeping the arms raised toward the ceiling while performing a crunch. It can be performed for time or reps as part of any abs-focused circuit or workout.,9.400068196067641,10,5.250646374511946
281,FYR Push-Up Plank Hold,strength,Abdominals,none,intermediate,"The straight-arm plank is an exercise targeting the core muscles. It is basically the top of a push-up position, with elbows fully extended and palms on the floor. The position is held for time to target the muscles of the core, as well as the shoulders.",5.48457293439033,5,4.210781812642379
282,FYR Hollow-Body Rock,strength,Abdominals,none,intermediate,"The hollow-body rock is a bodyweight abdominal exercise performed on the floor. It starts with a hollow-body hold and adds a back-and-forth rock that challenges core stability and increases the difficulty of the movement. It can be performed for time or for reps, either in an ab-focused portion of a workout or as part of a circuit workout.",7.330490962183818,7,3.2861897732810426
283,V-up plus knee-to-chest combo,strength,Abdominals,none,intermediate,The V-up plus knee-to-chest combo is a core exercise that targets the abdominals and hip flexors by combining two movements into a single sequence. It can be performed for time or reps in the ab-focused portion of any workout.,7.635314459577923,3,5.698941889300993
284,Side plank lateral raise,strength,Abdominals,none,intermediate,"The side plank lateral raise is an exercise that combines an isometric side plank hold with a dumbbell raise to target both the core and the shoulders. You probably won't be able to use much weight without disrupting your balance, but even at light weight, this is a movement that can help address multiple muscle groups in a time-efficient workout.",8.003211659025256,3,6.505547386780705
285,Superhero burpee,strength,Abdominals,none,intermediate,"The superhero burpee is an advanced variation of the burpee exercise. The main difference between this and the standard burpee is that while on the floor, the hands are extended in front of the body like Superman taking flight. This increases the challenge to the upper back and shoulders. These can be performed for time or reps as part of any fat-loss or athleticism-focused workout or circuit.",4.449966129823936,9,5.234894310967585
286,Hollow-body abduction,strength,Abdominals,none,intermediate,"The hollow-body abduction is an isometric core exercise that includes leg abductions for an added challenge to the core and abductors. It targets multiple muscles of the core, but particularly the rectus abdominis or ""six-pack"" muscles. It can be performed for time or reps in the ab-focused portion of any workout.",3.0835000924703384,12,3.721420646658211
287,FYR Hollow Hold,strength,Abdominals,none,intermediate,,6.159444695068706,9,4.9616194565921266
288,Tip-toe crunch,strength,Abdominals,none,intermediate,The tip-toe crunch is a variation on the crunch exercise that involves placing the toes on or near the ground. This can help isolate the abs from the hip flexors. The tip-toe crunch can be performed for time or for reps as part of the core-focused component of any workout.,8.064212125983389,9,9.897742196233747
289,Knee-to-nose pulse,strength,Abdominals,none,intermediate,"The knee-to-nose pulse is a bodyweight exercise that targets the core by pulsing your knee toward your nose. It starts in a straight-arm plank position, and is similar to a mountain climber, but with a hold or pause in the bent-knee position.",3.383335239053311,7,3.1617903805560155
290,Plank walk-out,strength,Abdominals,none,intermediate,"The plank walk-out is an advanced plank variation targeting the core and shoulders. From a standing position, the lifter descends into a plank-type position but “walks” the hands forward until they are out in front of the head. This is far more challenging to the core than having the arms directly under the shoulders. Beginners will need to progress to this exercise.",7.899614369119641,6,9.065923077526035
291,FYR V-Up,strength,Abdominals,none,intermediate,"The V-up is a bodyweight movement that targets the muscles of the abs, the rectus abdominis or ""six-pack"" muscles in particular. It is similar to a suitcase crunch, but the lower back lifts off the ground at the top of each rep. It can be performed for time or reps in the ab-focused portion of any workout.",5.5498864262415655,12,3.0160246116894296
292,Long sit-up,strength,Abdominals,none,intermediate,"The long sit-up is an advanced version of the sit-up exercise that is performed with the hands reaching over the head. This lengthens the torso, making it harder for the abs to contract and lift the upper body. Long sit-ups can be performed for time or for reps, with the feet anchored or free.",7.559683753991519,14,6.682003371005818
293,FYR Breakdancer,strength,Abdominals,none,intermediate,"The side kick-through is a full-body movement that involves isometric holds and moving the body through different ranges of motion, beginning in a bear crawl position. The difference between a side kick-through and a sit-through is that your butt stays off the ground throughout the entire rep. It is commonly performed in bodyweight circuits and animal-style flows, but can also work for reps on its own or as part of a dynamic warm-up or mobility sequence.",3.4105646711688657,3,7.516009471559553
294,Seated leg lift,strength,Abdominals,none,intermediate,The seated leg lift is a bodyweight exercise targeting the muscles of the core and hip flexors. It can be performed for time or reps in the core-focused portion of any workout.,7.698875217643701,12,3.8939473575910415
295,Gorilla burpee,strength,Abdominals,none,intermediate,"The gorilla burpee is a variation of the burpee exercise that consists of a reverse lunge on each leg, a full squat, then a standard burpee. It is extra challenging for the lower body, including the quads, glutes, and hamstrings. It can be performed for time or reps in any fat-loss or athleticism-focused circuit or workout.",8.85910762370943,6,6.694390439317714
296,Knee-in to V-out,strength,Abdominals,none,intermediate,"The knee-in to V-out is a bodyweight abdominal exercise performed on the floor. It is similar to both the reverse crunch and the V-up exercise, but combines elements of both. It primarily targets the muscles of the rectus abdominis, or “six-pack” muscles. It can be performed for reps or time, either as part of an ab-focused workout or as a component of a circuit workout.",5.431412910902723,4,7.608437178109433
297,Bear crawl push-up,strength,Abdominals,none,intermediate,"The bear crawl push-up is a variation of the bear crawl hold with a push-up added. It adds an extra coordination and shoulder challenge to an already intense full-body movement that targets the cardiovascular system as well as a wide range of muscle groups, the shoulders, core, and legs in particular. It can be done as a full-body warm-up, or as part of a bodyweight circuit or flow.",5.356773234703078,5,6.882285658901221
298,FYR Front Step,strength,Abdominals,none,intermediate,,4.087327493099604,12,7.0081790739461685
299,Plank reach,strength,Abdominals,none,intermediate,"The plank reach is an exercise targeting the entire core, particularly the oblique muscles. It resembles a plank exercise, but the primary difference is that the lifter extends their arms forward, one at time. The core, especially the obliques, must work hard to maintain stability. It can be performed for time, with holds in the reaching position, or for reps.",8.296757698444168,7,9.120772910132395
300,Eiffel Tower leg raise,strength,Abdominals,none,intermediate,"The Eiffel Tower leg raise is a bodyweight exercise targeting the muscles of the abs, the rectus abdominis or “six-pack” muscles in particular. It is similar to a V-up, but with the added challenge of “drawing” a pyramid shape in the air with the legs during each rep. It can be performed for time or reps in the core-focused portion of any workout.",8.733193717946428,13,6.5697497759938965
301,Straight-arm plank,strength,Abdominals,none,intermediate,"The straight-arm plank is an exercise targeting the core muscles. It is basically the top of a push-up position, with elbows fully extended and palms on the floor. The position is held for time to target the muscles of the core, as well as the shoulders.",3.44519800787688,9,8.583674109118963
302,Plank up-down,strength,Abdominals,none,intermediate,"The plank up-down is a variation of the plank push-up that ends in an elbow plank rather than with the chest on the ground. It involves transitioning between the two positions one arm at a time, rather than two. It puts more stress on the triceps and core than traditional planks. It can be performed for time or reps in any bodyweight workout or during the core-focused portion of any workout.",3.3117540216931625,6,7.655132404187919
303,Frog kick,strength,Abdominals,none,intermediate,"The frog kick is an explosive bodyweight movement that involves hopping the rear legs up and forward from a straight-arm plank position. It targets the legs, core, and shoulders, but is also a high-intensity conditioning movement that will raise core body temperature and burn serious calories. It can be performed for time or reps as part of any athleticism-focused or fat-loss circuit or workout.",6.034384659896194,12,3.4798228297136458
304,FYR Knees to Chest,strength,Abdominals,none,intermediate,"The hollow-body alternating knee-to-chest is a core exercise that involves bending the legs while holding the hips and shoulder blades off the ground. It targets the rectus abdominis or ""six-pack"" muscles. It can be performed for time or reps in the ab-focused portion of any workout.",9.887237760748349,7,5.376861216084793
305,Front kick-through,strength,Abdominals,none,intermediate,"The front kick-through is a full-body movement that involves moving the legs from a bear crawl position to a balanced one-legged stance. It is commonly performed for reps or time in bodyweight circuits and animal-style flows, but can also work on its own or as part of a dynamic warm-up or mobility sequence.",9.156462882402527,13,9.054312400143287
306,FYR Sit-Up,strength,Abdominals,none,intermediate,"The sit-up is a popular bodyweight exercise focused on the abdominal muscles. It has also been used as part of military, tactical, and scholastic fitness tests for many years. It can be performed for time or reps, with the feet anchored or free, on flat ground or a bench.",7.8631338577286956,5,7.6216509219639725
307,FYR Leg Lift,strength,Abdominals,none,intermediate,The seated leg lift is a bodyweight exercise targeting the muscles of the core and hip flexors. It can be performed for time or reps in the core-focused portion of any workout.,6.574364564145133,11,3.5654200344554043
308,TBS Toes-to-bar,strength,Abdominals,none,intermediate,"The hanging toes-to-bar is an advanced abdominal exercise in which the lifter touches their feet to a pull-up bar. There are many ways to perform this movement: strict or swinging, arms completely straight or slightly bent, legs straight or bent, each providing unique benefits and challenges. Initially, it may be a difficult move to do for a single rep, but once you build the requisite core, lat, and shoulder strength, it can be performed for higher reps.",5.650542330265692,7,8.524197864157184
309,FYR Mountain Climber,strength,Abdominals,none,intermediate,"The mountain climber is a popular bodyweight exercise targeting the muscles of the core, as well as the shoulders, hips, and cardiovascular system. It involves lifting one knee to the chest at a time from a straight-arm plank position. It can be performed for time or reps as part of a dynamic warm-up, for bodyweight cardio or conditioning, or as no-equipment dynamic core training.",3.96294765541153,9,9.253240651026708
310,Roman Chair Side Ups,strength,Abdominals,none,intermediate,,9.914707508844833,8,3.0556515543475795
311,Push-Up Roll Out - Gethin Variation,strength,Abdominals,none,intermediate,,5.058032055936721,11,5.087776972331248
312,Cross-Body Crunch - Gethin Variation,strength,Abdominals,none,intermediate,"The cross-body sit-up is a bodyweight exercise targeting the ab muscles, the obliques and rectus abdominis or ""six-pack"" muscles in particular. It involves bringing the opposite-side knee and elbow together, usually alternating sides with each rep. It can be performed for time or reps as part of the ab-focused portion of any workout.",8.217776328252281,8,4.205619484817571
